Number,USGS_ID,COM_ID,Min_Dis_Jan,Min_Dis_Feb,Min_Dis_Mar,Min_Dis_Apr,Min_Dis_May,Min_Dis_Jun,Min_Dis_Jul,Min_Dis_Aug,Min_Dis_Sep,Min_Dis_Oct,Min_Dis_Nov,Min_Dis_Dec,Max_Dis_Jan,Max_Dis_Feb,Max_Dis_Mar,Max_Dis_Apr,Max_Dis_May,Max_Dis_Jun,Max_Dis_Jul,Max_Dis_Aug,Max_Dis_Sep,Max_Dis_Oct,Max_Dis_Nov,Max_Dis_Dec,Ave_Dis_Jan,Ave_Dis_Feb,Ave_Dis_Mar,Ave_Dis_Apr,Ave_Dis_May,Ave_Dis_Jun,Ave_Dis_Jul,Ave_Dis_Aug,Ave_Dis_Sep,Ave_Dis_Oct,Ave_Dis_Nov,Ave_Dis_Dec,Min_Temp_Jan,Min_Temp_Feb,Min_Temp_Mar,Min_Temp_Apr,Min_Temp_May,Min_Temp_Jun,Min_Temp_Jul,Min_Temp_Aug,Min_Temp_Sep,Min_Temp_Oct,Min_Temp_Nov,Min_Temp_Dec,Max_Temp_Jan,Max_Temp_Feb,Max_Temp_Mar,Max_Temp_Apr,Max_Temp_May,Max_Temp_Jun,Max_Temp_Jul,Max_Temp_Aug,Max_Temp_Sep,Max_Temp_Oct,Max_Temp_Nov,Max_Temp_Dec,Ave_Temp_Jan,Ave_Temp_Feb,Ave_Temp_Mar,Ave_Temp_Apr,Ave_Temp_May,Ave_Temp_Jun,Ave_Temp_Jul,Ave_Temp_Aug,Ave_Temp_Sep,Ave_Temp_Oct,Ave_Temp_Nov,Ave_Temp_Dec,Min_Do_Jan,Min_Do_Feb,Min_Do_Mar,Min_Do_Apr,Min_Do_May,Min_Do_Jun,Min_Do_Jul,Min_Do_Aug,Min_Do_Sep,Min_Do_Oct,Min_Do_Nov,Min_Do_Dec,Max_Do_Jan,Max_Do_Feb,Max_Do_Mar,Max_Do_Apr,Max_Do_May,Max_Do_Jun,Max_Do_Jul,Max_Do_Aug,Max_Do_Sep,Max_Do_Oct,Max_Do_Nov,Max_Do_Dec,Ave_Do_Jan,Ave_Do_Feb,Ave_Do_Mar,Ave_Do_Apr,Ave_Do_May,Ave_Do_Jun,Ave_Do_Jul,Ave_Do_Aug,Ave_Do_Sep,Ave_Do_Oct,Ave_Do_Nov,Ave_Do_Dec,Base_Dis_5%,Base_Dis_25%,Dis_Avail_Data_%,Temp_Avail_Data_%,DO_Avail_Data_%,HDI
423,11226500,99999,0,0,0,0,0,0,0,0,0,0,0,0,1310,586,2940,107,97,21,7.7,2.8,3.9,8.9,8.9,465,16.21372312,17.17728614,21.49995968,7.355666667,3.976975806,1.295666667,0.325846774,0.095645161,0.090263889,0.183360215,0.280521739,2.059032258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,12
424,11230000,99999,0,0,0,0,0,0,0,0,0,0,0,0,1310,586,2940,107,97,21,7.7,2.8,3.9,8.9,8.9,465,16.21372312,17.17728614,21.49995968,7.355666667,3.976975806,1.295666667,0.325846774,0.095645161,0.090263889,0.183360215,0.280521739,2.059032258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,17
425,11230200,99999,1.2,1.2,1.4,1.4,2.2,2.3,2.1,1.6,1.3,1.2,1.3,0.5,43,7.7,15,52,117,272,116,57,11,11,7.9,13,2.681451613,2.630235988,3.955376344,7.594861111,13.57782258,22.48458333,12.42956989,4.58172043,2.709861111,2.76002805,2.606811594,2.474474053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,2.2,100,0,0,12
426,11230215,99999,11,13,11,12,21,21,21,21,21,8.1,7.4,7.8,366,114,202,156,1510,4260,5020,834,174,92,228,209,21.31556802,21.81076923,28.23562412,32.8884058,57.30434783,334.5231884,204.2468443,37.15848527,30.77648766,23.93856305,25.81848485,21.83739003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,19,100,0,0,17
427,11230500,99999,2.9,4.6,5.3,18,45,41,13,5.1,3.6,3,4.4,3,1060,82,172,326,909,1010,1420,514,214,261,71,169,29.0094086,25.98834808,42.07782258,93.13611111,262.811828,338.0902778,203.2634409,59.24825269,21.51208333,17.48597475,16.61652174,21.45539972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,16,100,0,0,14
428,11230530,99999,1.2,1.1,1.3,1.2,1.3,2.2,2.2,2.2,2.2,1.3,1.3,1.2,603,24,122,228,818,963,1420,490,37,126,56,45,6.056989247,4.014159292,6.090725806,17.52527778,71.45335157,189.6522175,134.6885794,13.4490566,4.2175,6.519915849,4.736521739,4.870967742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2.5,100,0,0,14
429,11231500,99999,12,12,12,13,13,14,15,23,12,7.1,11,12,793,511,497,522,571,1410,1330,1070,566,476,486,800,120.1962366,149.019174,159.4650538,122.3013889,98,114.2416667,297.7768817,312.5120968,211.7902778,101.857223,111.4115942,108.0126227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,23,100,0,0,24
430,11231600,99999,5.3,5.4,5.4,5.4,5.7,9.3,9.5,8.9,9.1,6.4,5.3,5,639,31,43,252,515,1350,1300,1070,488,417,415,639,14.3547043,9.532890855,9.191935484,12.86111111,25.46236559,61.10013889,100.4216398,33.4563172,28.93527778,15.90308555,20.88724638,15.19677419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,8.2,100,0,0,24
431,11234760,99999,11,11,11,10,13,14,14,14,13,11,10,10,26000,1560,2720,12900,18100,12200,13500,3310,60,1010,1010,991,150.0094086,54.42625369,94.96236559,300.3513889,1581.739247,2225.1375,974.1169355,82.69758065,33.29583333,32.24123422,46.22898551,41.09817672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15,100,0,0,21
432,11237000,99999,1.2,0.76,1.2,1.6,2.6,2.5,2.2,2.1,2.1,2.1,2.1,1.5,29,9.4,13,19,51,115,11,13,286,34,10,13,3.011290323,2.749100295,3.020295699,4.089888889,6.741666667,8.533611111,5.008467742,4.73077957,5.416527778,3.767180926,3.337971014,3.292145863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.8,100,0,0,0
433,11237500,99999,0.39,0.52,1.6,6.3,3.2,0.34,0.13,0.07,0.07,0.07,0.21,0,2200,301,214,787,1650,776,406,41,6.7,114,230,174,15.99403226,15.15794985,37.37997312,106.1306944,199.8436828,128.3788611,26.32903226,2.292311828,0.624986111,1.667321178,3.914391304,5.740042076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.82,100,0,0,12
434,11237700,99999,0.3,0.3,0.11,0.14,0.36,0.25,0.11,0.02,0.02,0.05,0.17,0,26,198,106,328,962,746,384,18,5.1,114,11,44,1.692595308,4.198518519,7.024034833,29.23666667,72.84384409,65.07552778,16.12317204,0.800766129,0.518597222,1.410392707,1.106686391,1.491905488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.54,100,0,0,13
435,11238500,99999,1.2,1.7,1.3,2,2.3,2.4,2.4,2.4,2.4,2.2,1.8,1,3540,972,1430,1110,1180,999,886,553,298,516,800,871,42.09717742,39.9539823,74.70295699,56.33486111,85.95067204,84.73166667,31.53642473,12.31693548,7.596388889,11.06213184,33.67144928,44.81935484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,3.8,100,0,0,25
436,11238600,99999,0,0,0,0,0,0,0,0,0,0,0,0,32000,5570,2100,6650,20500,12800,9560,1980,229,742,454,2940,301.9375877,168.9309231,160.5384151,315.1675797,1601.279383,2174.518101,631.741094,30.39663394,4.902467344,14.88431085,11.38445455,32.19002933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.4,100,0,0,21
437,11239300,99999,3.2,3.7,3.8,5.3,4.5,4.3,3.7,3.7,3.9,3.5,2.5,3.3,836,390,151,362,1750,1300,603,79,57,167,252,68,9.833602151,19.99690265,15.38575269,30.39430556,29.40268817,21.23625,8.125,6.018682796,6.37125,6.144936886,8.842318841,6.570827489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,5.2,100,0,0,0
438,11241500,99999,1.9,2.1,2.1,3,3.1,3,3,3,3,3.1,2.2,2.1,340,352,468,645,650,688,672,601,616,589,469,425,15.73830645,27.20855457,47.51763441,76.76375,99.58696237,138.3763889,109.6888441,52.68897849,31.79694444,20.44067321,21.32617391,15.20911641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3.2,100,0,0,23
439,11242000,99999,12,5.1,4.4,9.5,16,19,12,18,15,18,18,13,33700,3720,8800,14800,20800,13300,13800,3490,1760,774,172,2910,280.202957,119.690413,167.1657258,399.4993056,1617.625,2295.536111,1022.064516,83.97446237,62.9,32.56381487,30.95652174,52.97054698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,23,100,0,0,22
440,11242400,99999,2.59,4.71,6.8,10.3,11,3.61,1.59,0.98,0.94,1.3,1.7,2.2,1600,237,528,516,469,267,200,33,12,53,189,282,37.25883065,30.43243363,44.32870968,58.22020833,94.21310484,55.41829167,19.8821371,5.883931452,3.6639375,4.359475891,8.548377778,14.10625806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,4.8,100,0,0,10
441,11244000,99999,0.49,0.68,1,1,1,0.96,0.81,0.89,0.94,0.87,0.91,1,2880,350,2300,306,495,420,246,152,160,153,93,454,35.3831586,23.33977876,45.10793011,25.58416667,53.3155914,44.38844444,10.78598118,7.792943548,8.495555556,8.99516129,6.141608696,6.243618513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2.3,100,0,0,22
442,11246500,99999,2.3,4.1,3.8,3.4,3.2,0.95,0.05,0,0,0,0.37,1.5,4200,1890,4970,2780,1400,1040,295,95,162,915,1700,3230,116.9216398,97.37743363,154.7952957,140.6002778,162.2013441,83.20273611,20.6971371,7.760833333,8.629694444,8.356423562,15.18430435,45.83352034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,3.6,100,0,0,20
443,11246700,99999,19,18,17,17,17,19,20,20,20,18,19,21,35200,3060,12900,13700,16000,11400,10800,1690,2200,3300,3170,5280,187.9071237,66.15383481,141.8545699,117.5334722,845.969086,1330.524861,549.4427419,46.85833333,49.50486111,141.8354839,190.6633333,74.81640954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,30,100,0,0,0
444,11247000,99999,19,18,17,17,17,19,20,20,20,18,19,21,35200,3060,12900,13700,16000,11400,10800,1690,2200,3300,3170,5280,187.9071237,66.15383481,141.8545699,117.5334722,845.969086,1330.524861,549.4427419,46.85833333,49.50486111,141.8354839,190.6633333,74.81640954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,30,100,0,0,22
445,11251000,99999,24,39,58,37,117,135,143,116,130,69,48,39.2,36800,7850,9350,9790,8750,7930,9400,3840,1340,1130,976,8370,638.050672,599.4623894,722.0290323,1410.233333,1473.633065,1234.038889,878.5658602,370.6599462,289.8944444,239.6357527,200.3789855,222.4430575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,142,100,0,0,22
446,11253310,99999,0,0,0,0,0,0,0,0,0,0,0,0,501,264,1070,44.8,63,11,5.3,2.4,1.3,1.1,2.5,371,7.279825269,8.422433628,10.30446237,4.205472222,2.334825269,1.0075,0.33858871,0.099005376,0.048638889,0.050927419,0.095666667,1.444375877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,9
447,11255575,99999,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,145,3250,1140,226,18,12.6,NA,NA,NA,NA,NA,560,3.214244482,19.72154562,5.553633277,1.905192982,0.253735144,0.240421053,NA,NA,NA,NA,NA,1.086842105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,0
448,11257100,99999,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,145,3250,1140,226,18,12.6,NA,NA,NA,NA,NA,560,3.214244482,19.72154562,5.553633277,1.905192982,0.253735144,0.240421053,NA,NA,NA,NA,NA,1.086842105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,9
449,11257500,99999,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,145,3250,1140,226,18,12.6,NA,NA,NA,NA,NA,560,3.214244482,19.72154562,5.553633277,1.905192982,0.253735144,0.240421053,NA,NA,NA,NA,NA,1.086842105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,14
450,11258000,99999,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,145,3250,1140,226,18,12.6,NA,NA,NA,NA,NA,560,3.214244482,19.72154562,5.553633277,1.905192982,0.253735144,0.240421053,NA,NA,NA,NA,NA,1.086842105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,22
451,11258900,99999,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,145,3250,1140,226,18,12.6,NA,NA,NA,NA,NA,560,3.214244482,19.72154562,5.553633277,1.905192982,0.253735144,0.240421053,NA,NA,NA,NA,NA,1.086842105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,9
452,11259000,99999,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,145,3250,1140,226,18,12.6,NA,NA,NA,NA,NA,560,3.214244482,19.72154562,5.553633277,1.905192982,0.253735144,0.240421053,NA,NA,NA,NA,NA,1.086842105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,21
453,11260480,99999,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,145,3250,1140,226,18,12.6,NA,NA,NA,NA,NA,560,3.214244482,19.72154562,5.553633277,1.905192982,0.253735144,0.240421053,NA,NA,NA,NA,NA,1.086842105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,15
454,11261500,99999,53.3,75.6,79,72.5,37,16.6,19,16.8,8.8,16,37.7,49.4,8080,2580,14900,22500,11100,7660,5810,427,374,361,685,3340,744.5972043,408.9271226,761.6296774,1787.054667,1098.278925,844.1451111,322.5769892,148.755914,107.8228889,123.759798,180.6684444,234.0131183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.84,105,100,0,0,0
455,11264500,99999,5.7,16.6,41,104,226,79.3,29.1,5.53,2.55,2.2,3.9,5.22,9030,1070,1120,2220,4400,3820,4780,1260,899,2710,985,1270,133.2862903,133.8668142,268.3235215,602.6097222,1300.456989,1175.90375,526.3016129,111.4220833,34.59456944,44.16061828,55.95489855,73.27755961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.792,30,100,0,0,9
456,11266500,99999,18,36.1,79,172,345,79.5,38.9,14.7,9.89,10.1,12.9,14.1,21000,3150,2550,5130,9760,6480,6300,1580,1160,4030,2150,3620,295.0727151,293.2842183,578.9247312,1262.052778,2412.866935,1904.926389,732.616129,151.1120968,53.37748611,75.37688172,101.402029,156.2914446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,52,100,0,0,9
