Number,USGS_ID,COM_ID,Min_Dis_Jan,Min_Dis_Feb,Min_Dis_Mar,Min_Dis_Apr,Min_Dis_May,Min_Dis_Jun,Min_Dis_Jul,Min_Dis_Aug,Min_Dis_Sep,Min_Dis_Oct,Min_Dis_Nov,Min_Dis_Dec,Max_Dis_Jan,Max_Dis_Feb,Max_Dis_Mar,Max_Dis_Apr,Max_Dis_May,Max_Dis_Jun,Max_Dis_Jul,Max_Dis_Aug,Max_Dis_Sep,Max_Dis_Oct,Max_Dis_Nov,Max_Dis_Dec,Ave_Dis_Jan,Ave_Dis_Feb,Ave_Dis_Mar,Ave_Dis_Apr,Ave_Dis_May,Ave_Dis_Jun,Ave_Dis_Jul,Ave_Dis_Aug,Ave_Dis_Sep,Ave_Dis_Oct,Ave_Dis_Nov,Ave_Dis_Dec,Min_Temp_Jan,Min_Temp_Feb,Min_Temp_Mar,Min_Temp_Apr,Min_Temp_May,Min_Temp_Jun,Min_Temp_Jul,Min_Temp_Aug,Min_Temp_Sep,Min_Temp_Oct,Min_Temp_Nov,Min_Temp_Dec,Max_Temp_Jan,Max_Temp_Feb,Max_Temp_Mar,Max_Temp_Apr,Max_Temp_May,Max_Temp_Jun,Max_Temp_Jul,Max_Temp_Aug,Max_Temp_Sep,Max_Temp_Oct,Max_Temp_Nov,Max_Temp_Dec,Ave_Temp_Jan,Ave_Temp_Feb,Ave_Temp_Mar,Ave_Temp_Apr,Ave_Temp_May,Ave_Temp_Jun,Ave_Temp_Jul,Ave_Temp_Aug,Ave_Temp_Sep,Ave_Temp_Oct,Ave_Temp_Nov,Ave_Temp_Dec,Min_Do_Jan,Min_Do_Feb,Min_Do_Mar,Min_Do_Apr,Min_Do_May,Min_Do_Jun,Min_Do_Jul,Min_Do_Aug,Min_Do_Sep,Min_Do_Oct,Min_Do_Nov,Min_Do_Dec,Max_Do_Jan,Max_Do_Feb,Max_Do_Mar,Max_Do_Apr,Max_Do_May,Max_Do_Jun,Max_Do_Jul,Max_Do_Aug,Max_Do_Sep,Max_Do_Oct,Max_Do_Nov,Max_Do_Dec,Ave_Do_Jan,Ave_Do_Feb,Ave_Do_Mar,Ave_Do_Apr,Ave_Do_May,Ave_Do_Jun,Ave_Do_Jul,Ave_Do_Aug,Ave_Do_Sep,Ave_Do_Oct,Ave_Do_Nov,Ave_Do_Dec,Base_Dis_5%,Base_Dis_25%,Dis_Avail_Data_%,Temp_Avail_Data_%,DO_Avail_Data_%,HDI
641,11409000,99999,26,26,25,25,37.5,24,16,17,17,19,22,25,21000,5200,5970,3770,8100,2410,77,60,43,509,2580,13500,271.4469086,169.9635693,191.4926075,160.2770833,277.1126344,119.4654167,35.56276882,32.29798387,30.60402778,32.7002805,39.57507246,164.7054698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1,33,100,0,0,20
642,11409300,99999,4.9,11,32,20,8.5,3.4,1.4,0.9,0.87,0.98,2,4,3730,1320,1140,463,1040,167,30,9.7,7.2,25,348,2270,242.0665323,210.2566372,185.983871,112.525,90.44556452,32.58208333,8.304032258,3.540725806,2.602166667,3.257511521,12.66666667,86.49078341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,3.9,100,0,0,10
643,11409400,99999,3.5,6.2,8.4,8.3,10,2.1,1.1,0.7,0.7,0.97,1.8,3.6,4160,1060,1390,702,825,568,15,12,15.3,44,171,2500,58.89865591,32.30973451,36.02795699,27.17697222,21.82862903,28.07715278,8.052284946,5.430067204,4.676944444,6.052636746,9.926289855,30.5327209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8.3,100,0,0,12
644,11409500,99999,3.5,6.2,8.4,8.3,10,2.1,1.1,0.7,0.7,0.97,1.8,3.6,4160,1060,1390,702,825,568,15,12,15.3,44,171,2500,58.89865591,32.30973451,36.02795699,27.17697222,21.82862903,28.07715278,8.052284946,5.430067204,4.676944444,6.052636746,9.926289855,30.5327209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8.3,100,0,0,13
645,11413000,99999,103,120,243,207,165,95.8,75.7,66.9,66.8,73.3,82,87.1,29600,8570,10800,6100,12800,4290,2700,547,350,2160,8050,20500,912.172043,905.7551622,1220.53629,1369.011111,1781.678763,1054.716528,375.7650538,183.7727151,146.8043056,166.018414,228.7121739,708.1995792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,166,100,0,0,13
646,11413300,99999,6.9,10,10,10,9.3,7.8,4.6,3.6,3.5,4.3,5.7,6.7,12100,3350,5370,2260,3890,907,312,31,62,659,3090,7710,142.8267473,117.2669617,194.4516129,143.4125,167.9854839,57.70888889,15.34758065,11.01586022,9.827361111,15.2769986,33.17884058,138.3938289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11,100,0,0,16
647,11413320,99999,2.3,1.7,1.7,2.2,2.3,1.8,1.5,1.1,1,1.1,1.3,1.7,400,100,93.9,32,94,8.9,8.5,8.4,6.4,24,52,190,7.049001536,6.965151515,6.17265745,3.965555556,3.950076805,3.485238095,3.298156682,3.195852535,2.943243243,3.369278034,3.862539683,5.885867896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.8,100,0,0,0
648,11413323,99999,0.85,0.89,1,1.4,1,0.7,0.6,0.6,0.56,0.2,0.3,0.6,346,98,86.9,17,35,4.7,3.8,3.3,2.6,11,18,164,5.284258065,5.313939929,5.286612903,3.332666667,2.869677419,2.083333333,1.683870968,1.359903226,1.182838063,1.326887097,1.629866667,3.383564516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1.4,100,0,0,0
649,11413520,99999,5.7,5.6,5.9,6,5.9,5.8,5.5,5.9,5.6,5.8,5.3,5.7,45800,14400,14000,12500,18500,3080,1080,10,12,8.7,8.1,28100,707.7731183,508.3014749,560.8137097,44.07888889,506.0086022,224.2886111,14.91505376,6.873924731,6.544011142,6.543108504,6.481818182,261.944868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6.3,100,0,0,21
650,11414000,99999,11,17,63,152,150,5.4,3.9,4,4.8,5.4,3.2,7,698,162,1390,1320,2190,1220,299,11,21,36,36,30,89.24193548,60.25,315.5967742,531.7333333,858.7419355,365.6933333,48.26129032,5.940322581,10.08,18.86511628,17.03333333,11.91612903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,8.825,100,0,0,14
651,11414100,99999,7.2,7.5,5,7.4,18,27,21,7.2,5.4,3.9,5.3,7.6,1700,255,420,683,3750,1650,1730,463,540,339,282,302,49.00846774,52.30265487,64.58010753,82.96458333,209.6370968,322.0184722,229.7298387,157.4448925,128.3433333,97.37573633,73.87608696,49.07279102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,27,100,0,0,19
652,11414250,99999,5.1,5.7,5.2,5.3,5.1,4.6,4.8,4.5,5.1,5.2,3.7,4.9,25400,1140,2770,3780,15900,3430,2060,45,30,325,2340,17400,133.9673925,56.54911504,92.44784946,137.0606944,458.2956989,387.3304167,62.24663978,8.257526882,8.964013889,14.55154278,20.58869565,110.6974755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,7.9,100,0,0,19
653,11414700,99999,0.55,0.82,0.53,0.43,0.62,0.75,0.61,0.76,0.78,0.82,0.74,0.8,2.1,2.2,2.9,2.2,2.8,2.3,2.3,2.2,12,1.9,1.8,1.7,1.175506135,1.2503367,1.246713836,1.212730109,1.300214067,1.265123839,1.258114105,1.147362146,1.16524031,1.148471545,1.104016,1.132441315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.96,100,0,0,0
654,11416500,99999,2.2,2.1,3,1.8,2.7,2.9,2.3,2.3,3,2.4,2.1,2.5,5500,309,367,811,2120,1160,374,30,166,107,77,2220,42.2922043,21.92831858,37.77553763,61.56305556,131.2407258,95.56013889,16.50188172,4.933870968,5.706527778,5.367180926,5.272173913,19.33632539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4.4,100,0,0,26
655,11417000,99999,2.2,2.1,3,1.8,2.7,2.9,2.3,2.3,3,2.4,2.1,2.5,5500,309,367,811,2120,1160,374,30,166,107,77,2220,42.2922043,21.92831858,37.77553763,61.56305556,131.2407258,95.56013889,16.50188172,4.933870968,5.706527778,5.367180926,5.272173913,19.33632539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4.4,100,0,0,22
656,11417500,99999,33,40.3,63,53,51,32.2,23.8,20.6,21.6,25,32,38.5,30300,6750,8570,5670,13400,4410,3050,111,185,1310,5770,22400,708.9295699,653.2859882,838.4922043,731.1472222,1005.207796,692.2461111,147.7264785,47.11801075,44.98180556,60.08976157,108.7744928,519.931136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,51.3,100,0,0,21
657,11418000,99999,567,523,518,522,807,749,840,623,487,573,624,573,134000,26700,36100,24500,41900,11600,8270,3570,3450,2720,8220,71200,3179.942496,2873.110769,3522.220196,2984.252174,3829.570827,2975.250725,2207.86676,1874.088359,900.1509434,992.78739,1024.507576,2045.64956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665.35,915,100,0,0,23
658,11418500,99999,2.2,4.29,4.13,1.5,1.82,1.07,0.8,1.01,0.75,1.29,1.01,1.09,7650,3880,3630,2650,1600,232,68,24,32,688,2140,7250,245.0159677,267.515059,282.195,158.0835833,82.5586828,22.16675,5.874327957,4.338333333,5.008694444,42.42333333,19.978,158.9639411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,4.98,100,0,0,29
659,11421000,99999,507,580,540,294,255,234,83,186,341,344,382,389,140000,28000,34600,33300,43400,10700,7720,2980,2840,2710,8920,84200,3666.318548,3469.923304,4096.827957,3115.119444,3385.142473,2297.720833,1457.331989,1292.102151,697.7569444,695.2486559,722.6246377,2070.004208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,637,100,0,0,26
660,11421770,99999,5.1,5,5.6,5.7,5.7,5.8,5.8,6.1,6.1,5,5.1,5.2,2510,670,444,354,422,264,107,491,107,23,172,1140,18.23912732,11.66420495,19.14418919,20.54492512,24.25984375,16.6827856,13.30881503,15.91443932,13.07777778,7.045552367,8.039663743,15.04552478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,6.3,100,0,0,31
661,11421790,99999,5,1.6,5.3,5.7,11,10,11,11,10,7.5,5.5,5.5,2860,1300,1090,993,1050,613,14,113,97,337,494,2000,39.56612903,28.20455235,48.16851064,70.76351351,58.05750351,24.5115942,11.76858345,12.10238429,17.4942029,16.18934081,8.322753623,36.78751753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,6.6,100,0,0,31
662,11422500,99999,22,20,21,23,75,83,98,88,72,45,16,22,22800,7330,6650,5850,4580,954,670,456,416,859,1560,17800,576.7137097,659.8982301,803.75,711.5763889,603.2110215,389.1236111,248.8521505,189.8172043,148.5722222,112.9817672,134.8623188,416.6928471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,90,100,0,0,31
663,11424000,99999,9.4,8.3,7.73,22,21.5,24.4,11,11,8.43,3.7,7.1,8,28100,13800,14700,9790,4050,993,206,157,163,311,800,20800,746.4330645,1042.628466,1184.163212,804.6606944,346.8854839,112.8383333,43.09650538,45.90860215,27.40505556,25.11839838,53.62624638,357.399439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15.3,100,0,0,34
664,11425000,99999,9.4,8.3,7.73,22,21.5,24.4,11,11,8.43,3.7,7.1,8,28100,13800,14700,9790,4050,993,206,157,163,311,800,20800,746.4330645,1042.628466,1184.163212,804.6606944,346.8854839,112.8383333,43.09650538,45.90860215,27.40505556,25.11839838,53.62624638,357.399439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15.3,100,0,0,29
665,11426150,99999,9.4,8.3,7.73,22,21.5,24.4,11,11,8.43,3.7,7.1,8,28100,13800,14700,9790,4050,993,206,157,163,311,800,20800,746.4330645,1042.628466,1184.163212,804.6606944,346.8854839,112.8383333,43.09650538,45.90860215,27.40505556,25.11839838,53.62624638,357.399439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15.3,100,0,0,7
666,11426200,99999,9.4,8.3,7.73,22,21.5,24.4,11,11,8.43,3.7,7.1,8,28100,13800,14700,9790,4050,993,206,157,163,311,800,20800,746.4330645,1042.628466,1184.163212,804.6606944,346.8854839,112.8383333,43.09650538,45.90860215,27.40505556,25.11839838,53.62624638,357.399439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15.3,100,0,0,16
667,11426400,99999,9.4,8.3,7.73,22,21.5,24.4,11,11,8.43,3.7,7.1,8,28100,13800,14700,9790,4050,993,206,157,163,311,800,20800,746.4330645,1042.628466,1184.163212,804.6606944,346.8854839,112.8383333,43.09650538,45.90860215,27.40505556,25.11839838,53.62624638,357.399439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15.3,100,0,0,14
668,11427000,99999,44.5,71.4,225,158,165,57,26,20,21,6,0,41.7,50100,15100,16500,12000,14100,3480,1940,302,117,3640,9830,37700,1305.053091,1342.479056,1768.639785,1604.495833,1600.72043,771.66,199.0888441,68.74946237,50.81347222,86.99610215,166.865942,891.7389902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,68,100,0,0,19
669,11427500,99999,5.6,4.7,5.8,4.5,4.9,4.6,4.4,4.4,4.5,5.2,5.2,5,3280,60,75,302,3430,690,313,12,152,88,53,164,22.37647849,13.10442478,14.47379032,13.85097222,75.97540323,46.37125,16.1813172,9.589112903,11.34708333,13.22706872,10.4026087,12.1345021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,9.5,100,0,0,24
670,11427700,99999,1.5,3.5,4.8,8.1,7.5,1.8,0.53,0.3,0.3,0.47,0.76,1.4,2800,704,626,645,947,448,200,8.1,7.2,389,759,1930,43.37795699,45.53731563,66.25026882,93.15861111,133.0607527,63.98013889,8.354811828,1.403010753,0.961680556,2.587419355,9.184478261,42.69859748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,1.7,100,0,0,7
671,11427750,99999,1.6,3.5,5.7,7.1,5.7,1.5,0.41,0.23,0.1,0.51,0.81,1.3,2560,682,417,411,834,436,217,7.9,7.1,209,537,1730,28.71344086,21.29469027,20.97580645,18.70416667,31.15698925,23.16722222,6.404905914,1.446693548,0.993138889,2.073660589,5.714797101,24.14067321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,1.7,100,0,0,7
672,11427760,99999,17,20,38,32,29,12,8.7,7.3,7.2,9.3,10,12,7600,1490,1480,997,3570,952,463,44,116,449,444,2810,154.0766129,162.4837758,216.7432796,198.0222222,213.1397849,108.9708333,39.18521505,20.69825269,19.01416667,24.09172511,31.67101449,104.1276297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21,100,0,0,22
673,11427770,99999,12,12,12,13,15,13,13,12,11,9.4,11,12,28,30,30,27,27,28,27,28,28,34,28,27,23.08301158,23.06652807,23.59022556,23.7212806,23.94161959,23.24761905,22.92846034,22.46187683,21.44545455,20.63466667,23.06137184,22.86749117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,23,100,0,0,23
