"","parm_cd","agency_cd","site_no","station_nm","site_tp_cd","dec_lat_va","dec_long_va","coord_acy_cd","dec_coord_datum_cd","alt_va","alt_acy_va","alt_datum_cd","huc_cd","data_type_cd","stat_cd","ts_id","loc_web_ds","medium_grp_cd","parm_grp_cd","srs_id","access_cd","begin_date","end_date","count_nu","parameter_group_nm","parameter_nm","casrn","srsname","parameter_units"
"3219","00010","USGS","11162620","PILARCITOS C BL STONE DAM NR HILLSBOROUGH CA","ST",37.52466087,-122.3994177,"S","NAD83"," 500"," 12","NGVD29","18050006","uv",NA,14721,NA,"wat",NA,1645597,0,2008-10-01,2017-07-08,3202,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"3409","00010","USGS","11455335","SACRAMENTO R DEEP WATER SHIP CHANNEL NR RIO VISTA","ST",38.2561111,-121.6666667,"5","NAD83",NA,NA,NA,"18020109","uv",NA,16140,NA,"wat",NA,1645597,0,2008-10-01,2017-07-08,3202,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"3493","00010","USGS","11447650","SACRAMENTO R A FREEPORT CA","ST",38.45601954,-121.5013437,"S","NAD83",NA,NA,NA,"18020109","uv",NA,15770,"West Fender, [West Fender]","wat",NA,1645597,0,2015-08-04,2017-07-08,704,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"3541","00010","USGS","10344500","LITTLE TRUCKEE R BL BOCA DAM NR TRUCKEE CA","ST",39.38685177,-120.0954757,"F","NAD83"," 5500.00"," 17","NGVD29","16050102","uv",NA,13961,NA,"wat",NA,1645597,0,2017-03-10,2017-07-08,120,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"3638","00010","USGS","11162753","SAN MATEO C BL LO CRYSTAL SP RES NR SAN MATEO CA","ST",37.52944444,-122.3583333,"S","NAD83"," 160","12.","NGVD29","18050004","dv","00002",8828,NA,"wat",NA,1645597,0,2008-09-12,2017-07-08,3152,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"3711","00010","USGS","11274790","TUOLUMNE R A GRAND CYN OF TUOLUMNE AB HETCH HETCHY","ST",37.9165884,-119.6598938,"S","NAD83"," 3830"," 20","NGVD29","18040009","dv","00001",9624,NA,"wat",NA,1645597,0,2006-10-21,2017-07-08,3846,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"3993","00010","USGS","11204100","SF TULE R NR RESERVATION BNDRY NR PORTERVILLE CA","ST",36.02411648,-118.8134258,"S","NAD83"," 970"," 20","NGVD29","18030006","dv","00001",9203,NA,"wat",NA,1645597,0,2006-01-26,2017-07-08,3946,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"4092","00010","USGS","11390500","SACRAMENTO R BL WILKINS SLOUGH NR GRIMES CA","ST",39.00989476,-121.82469,"F","NAD83",NA,NA,NA,"18020104","uv",NA,15657,NA,"wat",NA,1645597,0,2007-10-03,2017-07-08,3566,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"4095","00010","USGS","11447650","SACRAMENTO R A FREEPORT CA","ST",38.45601954,-121.5013437,"S","NAD83",NA,NA,NA,"18020109","uv",NA,15731,"[Right Bank Pump Stand]","wat",NA,1645597,0,2007-10-01,2017-07-08,3568,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"4167","00010","USGS","10336660","BLACKWOOD C NR TAHOE CITY CA","ST",39.10740708,-120.1621352,"F","NAD83"," 6234.59"," 17","NGVD29","16050101","dv","00001",7524,NA,"wat",NA,1645597,0,1980-12-07,2017-07-08,1964,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"4199","00010","USGS","11302500","STANISLAUS R A OAKDALE CA","ST",37.77715006,-120.852988,"F","NAD83",NA,NA,NA,"18040002","uv",NA,15159,NA,"wat",NA,1645597,0,2007-10-01,2017-07-08,3568,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"4433","00010","USGS","11204100","SF TULE R NR RESERVATION BNDRY NR PORTERVILLE CA","ST",36.02411648,-118.8134258,"S","NAD83"," 970"," 20","NGVD29","18030006","dv","00002",9204,NA,"wat",NA,1645597,0,2006-01-26,2017-07-08,3947,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"4470","00010","USGS","11455478","SACRAMENTO R A DECKER ISLAND NR RIO VISTA CA","ST",38.093252,-121.7371772,"S","NAD83",NA,NA,NA,"18040003","uv",NA,16214,"BGC PROJECT","wat",NA,1645597,0,2013-01-25,2017-07-08,1625,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"4506","00010","USGS","10343500","SAGEHEN C NR TRUCKEE CA","ST",39.43157246,-120.2379793,"F","NAD83"," 6320.00"," 17","NGVD29","16050102","dv","00002",7645,NA,"wat",NA,1645597,0,1969-10-01,2017-07-08,7647,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"4726","00010","USGS","11383500","DEER C NR VINA CA","ST",40.01404745,-121.9483181,"F","NAD83"," 479.2",".01","NGVD29","18020103","uv",NA,15645,NA,"wat",NA,1645597,0,2007-10-01,2017-07-08,3568,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"4736","00010","USGS","11176900","ARROYO DE LA LAGUNA A VERONA CA","ST",37.62659915,-121.8830126,"S","NAD83"," 280"," 20","NGVD29","18050004","dv","00002",9001,NA,"wat",NA,1645597,0,2003-11-27,2017-07-08,4788,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"4937","00010","USGS","10261500","MOJAVE R A LO NARROWS NR VICTORVILLE CA","ST",34.57304916,-117.3206018,"F","NAD83"," 2643.01"," 17","NGVD29","18090208","uv",NA,13763,NA,"wat",NA,1645597,0,2007-10-01,2017-07-08,3568,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"5050","00010","USGS","11467000","RUSSIAN R NR GUERNEVILLE CA","ST",38.50852336,-122.9277737,"F","NAD83"," 20.14",".01","NGVD29","18010110","uv",NA,16445,NA,"wat",NA,1645597,0,2007-10-01,2017-07-08,3568,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"5096","00010","USGS","10265150","HOT C A FLUME NR MAMMOTH LAKES CA","ST",37.66882166,-118.8176312,"F","NAD83"," 6950.00","  5","NGVD29","18090102","uv",NA,13784,NA,"wat",NA,1645597,0,2007-10-01,2017-07-08,3568,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"5125","00010","USGS","11447890","SACRAMENTO R AB DELTA CROSS CHANNEL CA","ST",38.25769218,-121.5182865,"S","NAD83"," 0","0.1","NAVD88","18020108","uv",NA,15820,"BGC PROJECT","wat",NA,1645597,0,2013-08-22,2017-07-08,1416,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"5390","00010","USGS","11162753","SAN MATEO C BL LO CRYSTAL SP RES NR SAN MATEO CA","ST",37.52944444,-122.3583333,"S","NAD83"," 160","12.","NGVD29","18050004","dv","00001",8827,NA,"wat",NA,1645597,0,2008-09-11,2017-07-08,3153,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"5448","00010","USGS","11276600","TUOLUMNE R AB EARLY INTAKE NR MATHER CA","ST",37.87936848,-119.947126,"F","NAD83",NA,NA,NA,"18040009","dv","00002",9642,NA,"wat",NA,1645597,0,1971-10-01,2017-07-08,10926,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"5757","00010","USGS","11262900","MUD SLOUGH NR GUSTINE CA","ST",37.26244,-120.9065908,"S","NAD83"," 25"," 10","NGVD29","18040001","uv",NA,14986,NA,"wat",NA,1645597,0,2007-10-01,2017-07-08,3568,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"6086","00010","USGS","11133000","SANTA YNEZ R A NARROWS NR LOMPOC CA","ST",34.63609474,-120.424606,"F","NAD83",NA,NA,NA,"18060010","uv",NA,14524,NA,"wat",NA,1645597,0,2007-10-01,2017-07-08,3568,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"6166","00010","USGS","11468900","MATTOLE R NR ETTERSBURG CA","ST",40.139309,-123.991423,"S","NAD83"," 578.93",".01","NGVD29","18010107","uv",NA,16482,NA,"wat",NA,1645597,0,2007-10-10,2017-07-08,3559,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"6201","00010","USGS","11173500","CALAVERAS C NR SUNOL CA","ST",37.50194444,-121.8183333,"S","NAD83"," 475"," 20","NGVD29","18050004","dv","00001",8925,NA,"wat",NA,1645597,0,2008-10-01,2017-07-08,3200,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"6221","00010","USGS","11446030","SF AMERICAN R NR PILOT HILL CA","ST",38.76295708,-121.0082763,"S","NAD83"," 440"," 10","NGVD29","18020129","uv",NA,15707,NA,"wat",NA,1645597,0,2007-10-01,2017-07-08,3568,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"6250","00010","USGS","11302500","STANISLAUS R A OAKDALE CA","ST",37.77715006,-120.852988,"F","NAD83",NA,NA,NA,"18040002","dv","00001",9826,NA,"wat",NA,1645597,0,1985-08-28,2017-07-08,10919,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"6333","00010","USGS","10343500","SAGEHEN C NR TRUCKEE CA","ST",39.43157246,-120.2379793,"F","NAD83"," 6320.00"," 17","NGVD29","16050102","dv","00001",7644,NA,"wat",NA,1645597,0,1969-10-01,2017-07-08,7647,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"6389","00010","USGS","11044000","SANTA MARGARITA R NR TEMECULA CA","ST",33.4739175,-117.1422536,"F","NAD83"," 950.00"," 17","NGVD29","18070302","dv","00001",7811,NA,"wat",NA,1645597,0,1999-12-15,2017-07-08,5754,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"6474","00010","USGS","11172945","ALAMEDA C AB DIV DAM NR SUNOL CA","ST",37.4974356,-121.7735644,"S","NAD83"," 930"," 20","NGVD29","18050004","dv","00002",8914,NA,"wat",NA,1645597,0,2008-10-01,2017-07-08,2654,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"6636","00010","USGS","11173575","ALAMEDA C BL WELCH C NR SUNOL CA","ST",37.5404908,-121.856345,"S","NAD83"," 300"," 20","NGVD29","18050004","dv","00001",8935,NA,"wat",NA,1645597,0,2007-10-01,2017-07-08,3514,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"6650","00010","USGS","11251000","SAN JOAQUIN R BL FRIANT CA","ST",36.98439397,-119.7243124,"F","NAD83"," 294.00"," 17","NGVD29","18040001","dv","00002",9429,NA,"wat",NA,1645597,0,2004-05-08,2017-07-08,4760,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"6709","00010","USGS","11455420","SACRAMENTO R A RIO VISTA CA","ST",38.14904444,-121.6889444,"S","NAD83"," 0","0.1","NAVD88","18020109","uv",NA,16194,NA,"wat",NA,1645597,0,2010-01-01,2017-07-08,2745,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"6829","00010","USGS","10265150","HOT C A FLUME NR MAMMOTH LAKES CA","ST",37.66882166,-118.8176312,"F","NAD83"," 6950.00","  5","NGVD29","18090102","dv","00001",7377,NA,"wat",NA,1645597,0,1983-07-07,2017-07-08,7220,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"6851","00010","USGS","11264500","MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA","ST",37.73131496,-119.5590514,"S","NAD83"," 4030"," 20","NGVD29","18040008","uv",NA,14991,"LEFT BANK WATER TEMP","wat",NA,1645597,0,2012-03-23,2017-07-08,1933,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"6864","00010","USGS","10261500","MOJAVE R A LO NARROWS NR VICTORVILLE CA","ST",34.57304916,-117.3206018,"F","NAD83"," 2643.01"," 17","NGVD29","18090208","dv","00001",7310,NA,"wat",NA,1645597,0,1962-03-17,2017-07-08,6031,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"6909","00010","USGS","11276500","TUOLUMNE R NR HETCH HETCHY CA","ST",37.93742147,-119.7982326,"F","NAD83"," 3430.00"," 17","NGVD29","18040009","uv",NA,15051,NA,"wat",NA,1645597,0,2007-10-01,2017-07-08,3568,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"7034","00010","USGS","11453000","YOLO BYPASS NR WOODLAND CA","ST",38.6776817,-121.6441266,"F","NAD83",NA,NA,NA,"18020109","uv",NA,15928,NA,"wat",NA,1645597,0,2014-09-18,2017-07-08,1024,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"7357","00010","USGS","11203580","SF TULE R NR CHOLOLLO CAMPGROUND NR PORTERVILLE CA","ST",36.04828125,-118.6542556,"S","NAD83"," 3700"," 20","NGVD29","18030006","uv",NA,14920,NA,"wat",NA,1645597,0,2007-10-01,2017-07-08,3568,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"7441","00010","USGS","11261100","SALT SLOUGH A HWY 165 NR STEVINSON CA","ST",37.24771864,-120.8521446,"S","NAD83"," 75.11",".01","NGVD29","18040001","uv",NA,14973,NA,"wat",NA,1645597,0,2007-10-01,2017-07-08,3568,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"7470","00010","USGS","10336645","GENERAL C NR MEEKS BAY CA","ST",39.05185197,-120.1185209,"F","NAD83",NA,NA,NA,"16050101","dv","00001",7501,NA,"wat",NA,1645597,0,1980-10-22,2017-07-08,2051,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"7898","00010","USGS","11433790","NF AMERICAN R A AUBURN DAM SITE NR AUBURN CA","ST",38.8829546,-121.0630007,"S","NAD83"," 680"," 10","NGVD29","18020128","uv",NA,15704,NA,"wat",NA,1645597,0,2007-10-19,2017-07-08,3550,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"8098","00010","USGS","11162620","PILARCITOS C BL STONE DAM NR HILLSBOROUGH CA","ST",37.52466087,-122.3994177,"S","NAD83"," 500"," 12","NGVD29","18050006","dv","00001",8809,NA,"wat",NA,1645597,0,2008-09-30,2017-07-08,3202,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"8184","00010","USGS","11133000","SANTA YNEZ R A NARROWS NR LOMPOC CA","ST",34.63609474,-120.424606,"F","NAD83",NA,NA,NA,"18060010","dv","00001",8561,NA,"wat",NA,1645597,0,1998-10-01,2017-07-08,3942,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"8208","00010","USGS","11273400","SAN JOAQUIN R AB MERCED R NR NEWMAN CA","ST",37.3472151,-120.9761777,"F","NAD83"," 60","2.5","NGVD29","18040002","uv",NA,15004,NA,"wat",NA,1645597,0,2009-08-29,2017-07-08,2870,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"8482","00010","USGS","11455146","LIBERTY CUT A LITTLE HOLLAND TRACT NR COURTLAND CA","ST",38.32885,-121.6675306,"S","NAD83"," 0","2.5","NGVD29","18020109","uv",NA,16007,"BGC PROJECT","wat",NA,1645597,0,2014-01-31,2017-07-08,1254,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"8566","00010","USGS","10336645","GENERAL C NR MEEKS BAY CA","ST",39.05185197,-120.1185209,"F","NAD83",NA,NA,NA,"16050101","dv","00002",7502,NA,"wat",NA,1645597,0,1980-10-22,2017-07-08,2051,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"8628","00010","USGS","10336676","WARD C AT HWY 89 NR TAHOE PINES CA","ST",39.1321292,-120.1576913,"F","NAD83",NA,NA,NA,"16050101","uv",NA,13848,NA,"wat",NA,1645597,0,2015-01-15,2017-07-08,905,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"8675","00010","USGS","11179000","ALAMEDA C NR NILES CA","ST",37.58715679,-121.960793,"F","NAD83"," 85.65",".01","NGVD29","18050004","uv",NA,14848,NA,"wat",NA,1645597,0,2007-10-01,2017-07-08,3568,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"8678","00010","USGS","11355500","HAT C NR HAT CREEK CA","ST",40.6891111,-121.4228056,"S","NAD83"," 4290"," 20","NGVD29","18020003","uv",NA,15598,NA,"wat",NA,1645597,0,2016-11-14,2017-07-08,236,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"8736","00010","USGS","11530000","TRINITY R A HOOPA CA","ST",41.049852,-123.673668,"F","NAD83"," 274.82",".01","NGVD29","18010211","dv","00002",11968,NA,"wat",NA,1645597,0,1964-02-28,2017-07-08,11537,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"8792","00010","USGS","11203580","SF TULE R NR CHOLOLLO CAMPGROUND NR PORTERVILLE CA","ST",36.04828125,-118.6542556,"S","NAD83"," 3700"," 20","NGVD29","18030006","dv","00002",9193,NA,"wat",NA,1645597,0,2006-01-25,2017-07-08,4018,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"8872","00010","USGS","11278400","CHERRY C BL DION R HOLM PH NR MATHER CA","ST",37.8902017,-119.9699046,"F","NAD83",NA,NA,NA,"18040009","uv",NA,15096,NA,"wat",NA,1645597,0,2007-10-01,2017-07-08,3568,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"9000","00010","USGS","10260500","DEEP C NR HESPERIA CA","ST",34.34305858,-117.2264316,"F","NAD83"," 3030.00"," 20","NGVD29","18090208","dv","00001",7272,NA,"wat",NA,1645597,0,2006-12-01,2017-07-08,3499,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"9099","00010","USGS","11276600","TUOLUMNE R AB EARLY INTAKE NR MATHER CA","ST",37.87936848,-119.947126,"F","NAD83",NA,NA,NA,"18040009","dv","00001",9641,NA,"wat",NA,1645597,0,1971-10-01,2017-07-08,10924,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"9139","00010","USGS","11276900","TUOLUMNE R BL EARLY INTAKE NR MATHER CA","ST",37.8815908,-119.9701824,"F","NAD83",NA,NA,NA,"18040009","uv",NA,15065,NA,"wat",NA,1645597,0,2007-10-01,2017-07-08,3568,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
"9218","00010","USGS","11475610","CAHTO C NR LAYTONVILLE CA","ST",39.6715454,-123.4983497,"S","NAD83"," 1650"," 20","NGVD29","18010106","uv",NA,16508,NA,"wat",NA,1645597,0,2007-10-08,2017-07-08,3561,"Physical","Temperature, water, degrees Celsius",NA,"Temperature, water","deg C"
